CARMA,Name,Name,Name,Name,Fueltype,Fueltype,Fueltype,Fueltype,Technology,Technology,Technology,Technology,Set,Set,Set,Set,Country,Country,Country,Country,Capacity,Capacity,Capacity,Capacity,Efficiency,Efficiency,Efficiency,Efficiency,Duration,Duration,Duration,Duration,Volume_Mm3,Volume_Mm3,Volume_Mm3,Volume_Mm3,DamHeight_m,DamHeight_m,DamHeight_m,DamHeight_m,StorageCapacity_MWh,StorageCapacity_MWh,StorageCapacity_MWh,StorageCapacity_MWh,DateIn,DateIn,DateIn,DateIn,DateRetrofit,DateRetrofit,DateRetrofit,DateRetrofit,DateMothball,DateMothball,DateMothball,DateMothball,DateOut,DateOut,DateOut,DateOut,lat,lat,lat,lat,lon,lon,lon,lon,EIC,EIC,EIC,EIC,projectID,projectID,projectID,projectID
,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC,CARMA,ENTSOE,GEO,JRC
id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,Trois sources,,Trois sources,,Wind,,Wind,,,,,,PP,,PP,,France,,France,,36.0,,0.0,,,,,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,2007.0,,,,2007.0,,,,,,,,,,48.52258,,48.5394,,5.437409,,5.4117,,[nan],,[nan],,['CARMA63854'],nan,['GEO40014'],nan
1427,Tuchan,,Tuchan,,Wind,,Wind,,,,,,PP,,PP,,France,,France,,9.0,,0.0,,,,,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,2002.0,,,,2002.0,,,,,,,,,,42.888126,,42.915,,2.7186779999999997,,2.677,,[nan],,[nan],,['CARMA46498'],nan,['GEO39860'],nan
1428,Tunes,,Tunes ocgt,,Oil,,Natural Gas,,,,OCGT,,PP,,PP,,Portugal,,Portugal,,171.70278919048963,,182.6126686018213,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,1973.0,,,,1983.0,,,,,,,,,,37.167602,,37.1642,,-8.285542,,-8.2647,,[nan],,[nan],,['CARMA46590'],nan,['GEO43563'],nan
1429,Viru nigula,,Viru nigula estonia,,Wind,,Wind,,,,,,PP,,PP,,Estonia,,Estonia,,24.0,,0.0,,,,,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,2007.0,,,,2007.0,,,,,,,,,,59.444166700000004,,59.4427,,26.6875,,26.7654,,[nan],,[nan],,['CARMA48375'],nan,['GEO42120'],nan
1430,Vitry,,Vitry,,Hard Coal,,Hard Coal,,,,Steam Turbine,,PP,,PP,,France,,France,,476.6245356646002,,0.0,,,,,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,1970.0,,,,1971.0,,,,,,,,,,48.78,,48.791641,,2.39,,2.416686,,[nan],,[nan],,['CARMA48420'],nan,['GEO46607'],nan
1431,Vlissingen,,Vlissingen,,Wind,,Wind,,,,,,PP,,PP,,Netherlands,,Netherlands,,10.875,,0.0,,,,,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,1997.0,,,,1997.0,,,,,,,,,,51.4425,,51.4414,,3.573611,,3.6093,,"[nan, nan]",,[nan],,"['CARMA48450', 'CARMA48451']",nan,['GEO41990'],nan
1432,Calcinere,Calcinere,,,Hydro,Hydro,,,,,,,PP,PP,,,Italy,Italy,,,9.920057399261813,23.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,44.688223799999996,,,,7.233116099999998,,,"[nan, nan]",['26WIMPI-S01CLCNS'],,,"['CARMA6674', 'CARMA6675']",['26WIMPI-S01CLCNS'],nan,nan
1433,Biopower sardegna,Biopower sardegna,,,Bioenergy,Other,,,,,,,PP,PP,,,Italy,Italy,,,34.20530612244898,36.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,40.233655999999996,40.23429429999999,,,9.04293,9.0425556,,,[nan],['26WIMPI-S20BSPWE'],,,['CARMA62464'],['26WIMPI-S20BSPWE'],nan,nan
1434,Boffalora magenta,Boffalora,,,Natural Gas,Natural Gas,,,,,,,PP,PP,,,Italy,Italy,,,92.71440300090431,88.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,45.465833,45.46282710000001,,,8.846389,8.8293459,,,"[nan, nan]",['26WIMPI-S03SBNFX'],,,"['CARMA26581', 'CARMA26580']",['26WIMPI-S03SBNFX'],nan,nan
1435,Bucharest,Bucuresti vest,,,Natural Gas,Natural Gas,,,,,,,PP,PP,,,Romania,Romania,,,504.88041238116205,298.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,44.423269899999994,44.450682799999996,,,25.979131600000002,25.9631367,,,[nan],['30W-CET-BUCV---D'],,,['CARMA6076'],['30W-CET-BUCV---D'],nan,nan
1436,Burghausen,Burghausen,,,Natural Gas,Natural Gas,,,,,,,PP,PP,,,Germany,Germany,,,186.7139561424152,120.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,48.1666667,48.1725613,,,12.833333300000001,12.831075300000002,,,[nan],['11WD2BUKW000310A'],,,['CARMA6289'],['11WD2BUKW000310A'],nan,nan
1437,Bydgoszcz,Bydgoszcz,,,Hard Coal,Hard Coal,,,,,,,PP,PP,,,Poland,Poland,,,31.245386226901566,177.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,53.1234957740186,53.12348040000001,,,18.0076217651367,18.0084378,,,"[nan, nan]",['19W000000000035B'],,,"['CARMA6466', 'CARMA6468']",['19W000000000035B'],nan,nan
1438,Cairo montenotte,Cairo,,,Natural Gas,Natural Gas,,,,,,,PP,PP,,,Italy,Italy,,,22.97664858527361,21.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,44.403137,44.406944200000005,,,8.274547,8.3197946,,,[nan],['26WIMPI-S07CERNC'],,,['CARMA6613'],['26WIMPI-S07CERNC'],nan,nan
1439,Capodiponte castellano,Capodiponte,,,Hydro,Hydro,,,,,,,PP,PP,,,Italy,Italy,,,30.630352671404896,33.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,42.854826363641,46.029861,,,13.5748958587646,10.346638800000001,,,"[nan, nan]",['26WIMPI-S11CPDPZ'],,,"['CARMA7052', 'CARMA65658']",['26WIMPI-S11CPDPZ'],nan,nan
1440,Vresova,,Vresova republic,,Natural Gas,,Natural Gas,,,,CCGT,,PP,,PP,,Czech Republic,,Czech Republic,,339.64682287459993,,336.8349204894773,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,1995.0,,,,1996.0,,,,,,,,,,50.2590852885719,,50.25764,,12.6964761922025,,12.6932,,[nan],,[nan],,['CARMA48593'],nan,['GEO42326'],nan
1441,Carboli,Carboli,,,Geothermal,Geothermal,,,,,,,PP,PP,,,Italy,Italy,,,40.0,38.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,43.145555863578,44.1402874,,,10.8559083938599,10.0265267,,,[nan],"['26WIMPI-S09C1RB2', '26WIMPI-S09C2RBZ']",,,['CARMA7086'],"['26WIMPI-S09C2RBZ', '26WIMPI-S09C1RB2']",nan,nan
1442,Castelmassa,Castelmassa,,,Natural Gas,Natural Gas,,,,,,,PP,PP,,,Italy,Italy,,,45.43923711430458,54.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,45.018479,45.02219900000001,,,11.313302,11.311409800000002,,,[nan],['26WIMPI-S05CSTM1'],,,['CARMA7376'],['26WIMPI-S05CSTM1'],nan,nan
1443,Celano sadam,Celano,,,Natural Gas,Natural Gas,,,,,,,PP,PP,,,Italy,Italy,,,165.23358950656214,175.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,42.045833,42.08225119999999,,,13.5475,13.542987400000001,,,[nan],['26WIMPI-S13SCNDQ'],,,['CARMA7561'],['26WIMPI-S13SCNDQ'],nan,nan
1444,Centro citta,Coge. centro citta',,,Natural Gas,Natural Gas,,,,,,,PP,PP,,,Italy,Italy,,,10.625437769658092,11.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,45.434186,,,,10.997788,,,,[nan],['26WIMPI-S05CCCL7'],,,['CARMA7647'],['26WIMPI-S05CCCL7'],nan,nan
1445,Colombano,S.colombano,,,Hydro,Hydro,,,,,,,PP,PP,,,Italy,Italy,,,16.33328748983721,20.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,45.182770700000006,,,,9.4889194,,,[nan],['26WIMPI-S04SCLMF'],,,['CARMA38390'],['26WIMPI-S04SCLMF'],nan,nan
1446,Conselice,Unigra' conselice,,,Bioenergy,Other,,,,,,,PP,PP,,,Italy,Italy,,,64.26251020408164,58.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,44.511871,44.5347225,,,11.831223,11.8607701,,,[nan],['26WIMPI-S08UCNGO'],,,['CARMA9249'],['26WIMPI-S08UCNGO'],nan,nan
1447,Bialystok,Ec białystok,,,Hard Coal,Hard Coal,,,,,,,PP,PP,,,Poland,Poland,,,136.80889449632045,156.6,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,53.14841800000001,53.15101190000001,,,23.17008,23.168031699999997,,,[nan],['19W000000000033F'],,,['CARMA4481'],['19W000000000033F'],nan,nan
1448,Bando,Biomasse bando d'argenta,,,Bioenergy,Bioenergy,,,,,,,PP,PP,,,Italy,Italy,,,18.89795918367347,22.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,44.6510294,,,,11.891900900000001,,,[nan],['26WIMPI-S08SBMRJ'],,,['CARMA3137'],['26WIMPI-S08SBMRJ'],nan,nan
1449,Bagnore,Bagnore,,,Geothermal,Geothermal,,,,,,,PP,PP,,,Italy,Italy,,,20.0,59.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,42.8312895356708,42.846704700000004,,,11.584739685058599,11.567861500000001,,,[nan],"['26WIMPI-S09B3GN8', '26WIMPI-0602190V']",,,['CARMA2858'],"['26WIMPI-S09B3GN8', '26WIMPI-0602190V']",nan,nan
1450,Badu ozzana,Baduozzana,,,Hydro,Hydro,,,,,,,PP,PP,,,Italy,Italy,,,22.97276450355367,26.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,40.095754,,,,9.118133,,,,[nan],['26WIMPI-S20T2LRD'],,,['CARMA65746'],['26WIMPI-S20T2LRD'],nan,nan
1451,Augusta,Chpp augusta,,,Natural Gas,Natural Gas,,,,,,,PP,CHP,,,Italy,Italy,,,39.28887572711588,44.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,37.236549,37.2500684,,,15.219694,15.221697099999998,,,[nan],['26WIMPI-0848721W'],,,['CARMA2540'],['26WIMPI-0848721W'],nan,nan
1452,Augusta,Augusta c.le,,,Oil,Oil,,,,,,,PP,PP,,,Italy,Italy,,,120.67465103749271,144.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,37.208333,37.2500684,,,15.177778,15.221697099999998,,,[nan],['26WIMPI-S19ACGSY'],,,['CARMA2532'],['26WIMPI-S19ACGSY'],nan,nan
1453,Assemini,Assemini,,,Oil,Other,,,,,,,PP,PP,,,Italy,Italy,,,192.21747986686339,150.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,39.226944,39.2106099,,,8.997222,9.0018424,,,"[nan, nan]",['26WIMPI-S20ASSMU'],,,"['CARMA2363', 'CARMA2364']",['26WIMPI-S20ASSMU'],nan,nan
1454,Airasca,Airasca,,,Bioenergy,Bioenergy,,,,,,,PP,PP,,,Italy,Italy,,,12.094693877551022,14.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,44.917041999999995,44.9171106,,,7.4843210000000004,7.489349099999999,,,[nan],['26WIMPI-S01ARSID'],,,['CARMA532'],['26WIMPI-S01ARSID'],nan,nan
1455,Adria,Adria,,,Natural Gas,Natural Gas,,,,,,,PP,PP,,,Italy,Italy,,,7.343715089180539,15.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,45.056388899999995,45.0555487,,,12.0577778,12.056038099999999,,,[nan],['26WIMPI-S05CPRT5'],,,['CARMA52201'],['26WIMPI-S05CPRT5'],nan,nan
1456,Zeebrugge,,Zeebrugge port,,Wind,,Wind,,,,,,PP,,PP,,Belgium,,Belgium,,10.8,,0.0,,,,,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,2009.0,,,,2009.0,,,,,,,,,,51.329015000000005,,51.35964,,3.1818779999999998,,3.2219,,[nan],,[nan],,['CARMA50919'],nan,['GEO41982'],nan
1457,Zagreb te to,,Zagreb te to,,Natural Gas,,Natural Gas,,,,CCGT,,PP,,CHP,,Croatia,,Croatia,,430.3417042259796,,298.5996051906718,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,1979.0,,,,2009.0,,,,,,,,,,45.740556,,45.7816,,16.068333,,16.0169,,"[nan, nan]",,[nan],,"['CARMA50841', 'CARMA50840']",nan,['GEO44823'],nan
1458,Yvoir dinant,,Dinant yvoir,,Wind,,Wind,,,,,,PP,,PP,,Belgium,,Belgium,,12.0,,0.0,,,,,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,2007.0,,,,2007.0,,,,,,,,,,50.315325446039296,,50.3122,,4.97603416442871,,4.9791,,[nan],,[nan],,['CARMA55704'],nan,['GEO41962'],nan
1459,Wkc almere,,Almere,,Natural Gas,,Natural Gas,,,,CCGT,,PP,,CHP,,Netherlands,,Netherlands,,110.15572633770809,,116.52667519635973,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,1987.0,,,,1992.0,,,,,,,,,,,,52.3883,,,,5.2158,,[nan],,[nan],,['CARMA49949'],nan,['GEO44530'],nan
1460,Willem alexander,,Buggenum willem alexander igcc,,Natural Gas,,Natural Gas,,,,CCGT,,PP,,PP,,Netherlands,,Netherlands,,260.7018856659091,,230.3222564428048,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,1994.0,,,,1994.0,,,,,,,,,,51.235833,,51.2203,,5.956944,,5.9725,,[nan],,[nan],,['CARMA49721'],nan,['GEO41985'],nan
1461,Wideheim,,Widehem,,Wind,,Wind,,,,,,PP,,PP,,France,,France,,4.5,,0.0,,,,,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,2001.0,,,,2001.0,,,,,,,,,,50.584885,,50.58,,1.672668,,1.64,,[nan],,[nan],,['CARMA49631'],nan,['GEO40060'],nan
1462,Whitelee,,Whitelee,,Wind,,Wind,,,,,,PP,,PP,,United Kingdom,,United Kingdom,,322.0,,0.0,,,,,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,2009.0,,,,2013.0,,,,,,,,,,,,55.7,,,,-4.303999999999999,,[nan],,[nan],,['CARMA49589'],nan,['GEO45619'],nan
1463,Werne gerstein,,Werne gersteinwerk block,,Hard Coal,,Hard Coal,,,,Steam Turbine,,PP,,PP,,Germany,,Germany,,690.2229386846618,,709.933569935958,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,1984.0,,,,2004.0,,,,,,,,,,51.67344275,,51.6739,,7.716837963,,7.7195,,[nan],,[nan],,['CARMA49273'],nan,['GEO44437'],nan
1464,Teesside,,Teesside heat,,Natural Gas,,Natural Gas,,,,CCGT,,PP,,PP,,United Kingdom,,United Kingdom,,1715.6754377098034,,1661.4154861980978,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,1993.0,,,,1993.0,,,,,,,,,,54.581131000000006,,54.575519426648,,-1.136665,,-1.1275577545166,,[nan],,[nan],,['CARMA44839'],nan,['GEO5676'],nan
1465,Tarragona,,E.on tarragona,,Natural Gas,,Natural Gas,,,,CCGT,,PP,,PP,,Spain,,Spain,,375.44743393435505,,759.2441180762814,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,2003.0,,,,2004.0,,,,,,,,,,41.105973,,41.108850000000004,,1.171925,,1.18645,,[nan],,"[nan, nan]",,['CARMA44663'],nan,"['GEO43762', 'GEO43764']",nan
1466,,Aughinish alumnia sealrock,Sealrock aughinish alumina ocgt,,,Natural Gas,Natural Gas,,,,OCGT,,,PP,PP,,,Ireland,Ireland,,,170.0,149.2418256085951,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,2005.0,,,,2005.0,,,,,,,,,,,52.6211111,52.6324,,,-9.0661111,-9.0596,,,['47W000000000157G'],[nan],,nan,['47W000000000157G'],['GEO43944'],nan
1467,Ratcliffe,,Ratcliffe on soar,,Hard Coal,,Hard Coal,,,,Steam Turbine,,PP,,PP,,United Kingdom,,United Kingdom,,1765.276058017038,,1843.9832985349558,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,1968.0,,,,1970.0,,,,,,,,,,52.865277777799996,,52.86526,,-1.255,,-1.25496,,[nan],,[nan],,['CARMA36730'],nan,['GEO5024'],nan
1468,Ptolemais,,Ptolemais,,Hard Coal,,Lignite,,,,Steam Turbine,,PP,,PP,,Greece,,Greece,,547.2355779852818,,503.4811499445921,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,1959.0,,,,1973.0,,,,,,,,,,40.47927838,,40.4807,,21.72803194,,21.7282,,[nan],,[nan],,['CARMA35900'],nan,['GEO42767'],nan
1469,Puerto barcelona,,Puerto barcelona,,Natural Gas,,Natural Gas,,,,CCGT,,PP,,PP,,Spain,,Spain,,390.1348641127161,,773.8099524758263,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,2011.0,,,,2011.0,,,,,,,,,,41.3887868890716,,41.3366,,2.15898513793945,,2.1594,,[nan],,[nan],,['CARMA35955'],nan,['GEO43761'],nan
1470,Puertollano,,Puertollano,,Hard Coal,,Hard Coal,,,,Steam Turbine,,PP,,PP,,Spain,,Spain,,195.06300441088268,,203.76015448811262,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,1972.0,,,,1972.0,,,,,,,,,,38.6871177047217,,38.6478,,-4.10734176635742,,-4.123,,[nan],,[nan],,['CARMA35990'],nan,['GEO43787'],nan
1471,Purmerend,,Purmerend,,Natural Gas,,Natural Gas,,,,CCGT,,PP,,CHP,,Netherlands,,Netherlands,,61.50361387188701,,62.81516084803767,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,1988.0,,,,1988.0,,,,,,,,,,52.51956,,52.5161,,4.99716,,4.9954,,[nan],,[nan],,['CARMA36093'],nan,['GEO44536'],nan
1472,Quatre communes,,Quatre communes,,Wind,,Wind,,,,,,PP,,PP,,France,,France,,12.0,,0.0,,,,,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,2006.0,,,,2006.0,,,,,,,,,,,,48.83,,,,4.39,,[nan],,[nan],,['CARMA63856'],nan,['GEO39994'],nan
1473,Randers,,Randers,,Hard Coal,,Hard Coal,,,,Steam Turbine,,PP,,CHP,,Denmark,,Denmark,,45.89717750844299,,47.94356576190885,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,1982.0,,,,2002.0,,,,,,,,,,56.466666700000005,,56.4584,,10.05,,10.0475,,[nan],,[nan],,['CARMA36595'],nan,['GEO44227'],nan
1474,Rijeka tpp,,Rijeka,,Oil,,Oil,,,,Steam Turbine,,PP,,PP,,Croatia,,Croatia,,275.82777379998333,,280.1481044751772,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,1978.0,,,,1978.0,,,,,,,,,,45.3011111,,45.2862,,14.505555599999997,,14.5207,,[nan],,[nan],,['CARMA37333'],nan,['GEO44822'],nan
1475,Porici,,Porici,,Hard Coal,,Lignite,,,,Steam Turbine,,PP,,PP,,Czech Republic,,Czech Republic,,145.63527478640563,,151.04434498337764,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,1957.0,,,,1996.0,,,,,,,,,,50.57236111,,50.5727,,15.96333333,,15.9634,,[nan],,[nan],,['CARMA35330'],nan,['GEO42324'],nan
1476,Riols,,Riols,,Wind,,Wind,,,,,,PP,,PP,,France,,France,,3.6,,0.0,,,,,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,2004.0,,,,2004.0,,,,,,,,,,43.504604,,43.48,,2.793505,,2.81,,[nan],,[nan],,['CARMA37510'],nan,['GEO39962'],nan
1477,Rocksavage,,Rocksavage cchp,,Natural Gas,,Natural Gas,,,,,,PP,,CHP,,United Kingdom,,United Kingdom,,679.2936457491999,,688.4732896106756,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,1998.0,,,,1998.0,,,,,,,,,,53.31536,,53.314723818099004,,-2.725563,,-2.7232360839844,,[nan],,[nan],,['CARMA37761'],nan,['GEO5152'],nan
1478,Roinville,,Roinville,,Wind,,Wind,,,,,,PP,,PP,,France,,France,,8.0,,0.0,,,,,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,2006.0,,,,2006.0,,,,,,,,,,48.444716,,48.43,,1.749424,,1.76,,[nan],,[nan],,['CARMA54219'],nan,['GEO39929'],nan
1479,Romag termo,,Romag termo chpp,,Hard Coal,,Lignite,,,,Steam Turbine,,PP,,CHP,,Romania,,Romania,,218.0115931651042,,205.9695613409695,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,1986.0,,,,1988.0,,,,,,,,,,44.675444,,44.6754,,22.688333,,22.6883,,[nan],,[nan],,['CARMA37875'],nan,['GEO41144'],nan
1480,Roosecote centrica,,Roosecote,,Natural Gas,,Natural Gas,,,,CCGT,,PP,,PP,,United Kingdom,,United Kingdom,,209.93845511194866,,208.47350484348735,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,1991.0,,,,1991.0,,,,,,,,,,54.1166667,,54.105162550958994,,-3.2333333,,-3.1902408599854,,[nan],,[nan],,['CARMA37933'],nan,['GEO5165'],nan
1481,Roquetaillade,,Roquetaillade,,Wind,,Wind,,,,,,PP,,PP,,France,,France,,5.28,,0.0,,,,,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,2001.0,,,,2001.0,,,,,,,,,,42.993358,,43.01,,2.198721,,2.23,,[nan],,[nan],,['CARMA37944'],nan,['GEO39858'],nan
1482,Prunerov,,Prunerov czeech,,Hard Coal,,Lignite,,,,Steam Turbine,,PP,,CHP,,Czech Republic,,Czech Republic,,1315.1306632226933,,1363.9762062135314,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,1967.0,,,,1995.0,,,,,,,,,,50.41861111,,50.418,,13.25861111,,13.259,,[nan],,[nan],,['CARMA35866'],nan,['GEO42195'],nan
1483,Ponti sul mincio,,Del mincio,,Natural Gas,,Natural Gas,,,,CCGT,,PP,,PP,,Italy,,Italy,,465.17845268027975,,364.1458599886242,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,1966.0,,,,2004.0,,,,,,,,,,45.399167,,45.3993,,10.714722,,10.7142,,[nan],,[nan],,['CARMA35258'],nan,['GEO43709'],nan
1484,Tapada outeiro,,Tapada outerio,,Natural Gas,,Natural Gas,,,,CCGT,,PP,,PP,,Portugal,,Portugal,,925.0675945675773,,901.2610034718448,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,1998.0,,,,1999.0,,,,,,,,,,41.0696087,,41.0698,,-8.461053211,,-8.4595,,[nan],,[nan],,['CARMA44580'],nan,['GEO43561'],nan
1485,Plomodiern,,Plomodiern,,Wind,,Wind,,,,,,PP,,PP,,France,,France,,12.5,,0.0,,,,,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,2009.0,,,,2009.0,,,,,,,,,,48.1833333,,48.18,,-4.2333333,,-4.23,,[nan],,[nan],,['CARMA63968'],nan,['GEO39939'],nan
1486,Petronell carnuntum,,Petronell carnuntum,,Wind,,Wind,,,,,,PP,,PP,,Austria,,Austria,,22.0,,0.0,,,,,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,2004.0,,,,2014.0,,,,,,,,,,48.0666667,,48.09,,16.85,,16.844,,[nan],,[nan],,['CARMA34368'],nan,['GEO45747'],nan
1487,Plateau ardechois,,Plateau ardéchois,,Wind,,Wind,,,,,,PP,,PP,,France,,France,,6.8,,0.0,,,,,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,2004.0,,,,2004.0,,,,,,,,,,44.793715,,44.81,,4.125422,,4.14,,[nan],,[nan],,['CARMA34910'],nan,['GEO39839'],nan
1488,Plateau picard,,Plateau picard,,Wind,,Wind,,,,,,PP,,PP,,France,,France,,23.5,,0.0,,,,,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,2008.0,,,,2008.0,,,,,,,,,,,,49.63,,,,2.29,,[nan],,[nan],,['CARMA63957'],nan,['GEO40048'],nan
