id,Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,DateIn,DateRetrofit,DateMothball,DateOut,lat,lon,EIC,projectID
2424,Breitenthal,Hydro,Run-Of-River,Store,Germany,1.08,,0.0,0.0,0.0,0.0,,,,,48.2345,10.300130000000001,"[nan, nan, nan, nan]","{'JRC': ['H2781', 'H2782', 'H2779', 'H2780'], 'CARMA': ['CARMA5694']}"
2425,Borstendorf envia therm,Hydro,Run-Of-River,Store,Germany,0.88,,0.0,0.0,0.0,0.0,,,,,50.768601000000004,13.163541,[nan],"{'JRC': ['H2566'], 'CARMA': ['CARMA5348']}"
2426,Brekkefossen,Hydro,Reservoir,Store,Norway,3.9,,0.0,0.0,68.0,0.0,,,,,61.72511899999999,5.840273000000001,[nan],"{'JRC': ['N672'], 'CARMA': ['CARMA5696', 'CARMA57604']}"
2427,Bruggmühle,Hydro,Run-Of-River,Store,Switzerland,0.54,,0.0,0.0,0.0,0.0,,,,,47.3497309812,8.33924607379,[nan],"{'JRC': ['H2405'], 'CARMA': ['CARMA5715']}"
2428,Bremgarten zufikon,Hydro,Run-Of-River,Store,Switzerland,20.0,,0.0,0.0,0.0,0.0,,,,,47.3436544275,8.34562802508,[nan],"{'JRC': ['H1387'], 'CARMA': ['CARMA5716']}"
2429,Brennerwerk,Hydro,Reservoir,Store,Austria,6.0,,0.0,0.0,0.0,0.0,,,,,47.126999,11.453,[nan],"{'JRC': ['H1934'], 'CARMA': ['CARMA5719']}"
2430,Brigels tavanasa,Hydro,Run-Of-River,Store,Switzerland,12.5,,0.0,0.0,0.0,0.0,,,,,46.758062169700004,9.07174622905,[nan],"{'JRC': ['H1647'], 'CARMA': ['CARMA5784']}"
2431,Broc,Hydro,Run-Of-River,Store,Switzerland,25.0,,0.0,0.0,0.0,0.0,,,,,46.6098576224,7.10930675271999,[nan],"{'JRC': ['H1253'], 'CARMA': ['CARMA5849']}"
2432,Bortel oberstufe,Hydro,Pumped Storage,Store,Switzerland,2.35,,0.0,0.0,0.0,0.0,,,,,46.2934511663,8.08815887117,[nan],"{'JRC': ['H2168'], 'CARMA': ['CARMA5353']}"
2433,Bondo,Hydro,Run-Of-River,Store,Switzerland,6.9,,0.0,0.0,0.0,0.0,,,,,46.333996390900005,9.55121328995,[nan],"{'JRC': ['H1906'], 'CARMA': ['CARMA5205']}"
2434,Bjørgum,Hydro,Reservoir,Store,Norway,5.5,,0.0,0.0,295.0,0.0,,,,,59.100929,7.538773,[nan],"{'JRC': ['N612'], 'CARMA': ['CARMA4806']}"
2435,Blybergs kraftverk,Hydro,Reservoir,Store,Sweden,15.0,,0.0,0.0,0.0,0.0,,,,,61.146912,14.146147000000001,[nan],"{'JRC': ['H1568'], 'CARMA': ['CARMA4986']}"
2436,Bjørkåsen,Hydro,Reservoir,Store,Norway,3.68,,2377.7173913043475,50.0,82.5,8750.0,,,,,68.327861,16.786002,[nan],"{'JRC': ['N562'], 'CARMA': ['CARMA4807']}"
2437,Bjørndalselva,Hydro,Reservoir,Store,Norway,5.3,,0.0,0.0,327.0,0.0,,,,,61.5096,6.287082,[nan],"{'JRC': ['N658'], 'CARMA': ['CARMA58806']}"
2438,Bjurfors nedre krv,Hydro,Reservoir,Store,Sweden,120.0,,0.0,0.0,0.0,0.0,,,,,60.065049261530504,15.9236633777618,"[nan, nan]","{'JRC': ['H629', 'H939'], 'CARMA': ['CARMA4815']}"
2439,Blasjön,Hydro,Run-Of-River,Store,Sweden,57.0,,0.0,0.0,0.0,0.0,,,,,59.593787,14.354892000000001,[nan],"{'JRC': ['H772'], 'CARMA': ['CARMA4894']}"
2440,Blatten sak,Hydro,Run-Of-River,Store,Switzerland,0.38,,0.0,0.0,0.0,0.0,,,,,47.30770042100001,9.567283487180001,[nan],"{'JRC': ['H2440'], 'CARMA': ['CARMA4895', 'CARMA60952']}"
2441,Bleiloch,Hydro,Pumped Storage,Store,Germany,79.8,,7.167919799498747,5.6,46.0,572.0,,,,,50.52438482,11.71438694,[nan],"{'JRC': ['H622'], 'CARMA': ['CARMA4904']}"
2442,Bobingen,Hydro,Run-Of-River,Store,Germany,2.6,,0.0,0.0,0.0,0.0,,,,,48.26,10.8,[nan],"{'JRC': ['H2522'], 'CARMA': ['CARMA5016']}"
2443,Bøhnsdalen,Hydro,Reservoir,Store,Norway,3.0,,1500.9666666666665,121.7,18.2,4502.9,,,,,60.286995,11.194128,[nan],"{'JRC': ['N472'], 'CARMA': ['CARMA5122']}"
2444,Bocki,Hydro,Run-Of-River,Store,Switzerland,8.7,,0.0,0.0,0.0,0.0,,,,,46.8409637891,8.63214556041,[nan],"{'JRC': ['H1821'], 'CARMA': ['CARMA61005', 'CARMA5059']}"
2445,Böckstein,Hydro,Reservoir,Store,Austria,44.5,,0.0,0.0,0.0,0.0,,,,,47.799405643506404,13.0439901351929,[nan],"{'JRC': ['H912'], 'CARMA': ['CARMA5060']}"
2446,Bodendorf mur,Hydro,Run-Of-River,Store,Austria,7.0,,0.0,0.0,0.0,0.0,,,,,47.107688,14.065071,[nan],"{'JRC': ['H1888'], 'CARMA': ['CARMA5073']}"
2447,Bodendorf paal,Hydro,Reservoir,Store,Austria,27.0,,0.0,0.0,0.0,0.0,,,,,47.107717,14.065156,[nan],"{'JRC': ['H1197'], 'CARMA': ['CARMA5074']}"
2448,Boge,Hydro,Reservoir,Store,Norway,2.6,,160.33846153846153,0.72,470.66,416.88,,,,,60.463111,5.7455355,"[nan, nan]","{'JRC': ['N687', 'N713'], 'CARMA': ['CARMA57635']}"
2449,Bogna,Hydro,Reservoir,Store,Norway,57.0,,1750.0,150.0,290.0,99750.0,,,,,64.228736,12.025878,[nan],"{'JRC': ['N198'], 'CARMA': ['CARMA5103']}"
2450,Järkvissle,Hydro,Reservoir,Store,Sweden,96.5,,0.0,0.0,0.0,0.0,,,,,62.80183,16.637707000000002,[nan],"{'JRC': ['H577'], 'CARMA': ['CARMA20656']}"
2451,Juvfossen,Hydro,Reservoir,Store,Norway,7.0,,0.0,0.0,172.0,0.0,,,,,62.24625699999999,6.890174000000001,[nan],"{'JRC': ['N530'], 'CARMA': ['CARMA20675']}"
2452,Jylhama,Hydro,Reservoir,Store,Finland,55.0,,0.0,2343.0,15.0,0.0,,,,,64.57875,26.76625,[nan],"{'JRC': ['H795'], 'CARMA': ['CARMA20678']}"
2453,Rondchâtel,Hydro,Run-Of-River,Store,Switzerland,3.0,,0.0,0.0,0.0,0.0,,,,,47.1710326223,7.249745763510001,[nan],"{'JRC': ['H2122'], 'CARMA': ['CARMA51949']}"
2454,Puente bibey,Hydro,Pumped Storage,Store,Spain,285.0,,0.0,0.0,361.0,0.0,,,,,42.263793,-7.387519,[nan],"{'JRC': ['H141'], 'CARMA': ['CARMA35929']}"
2455,Puerto pena,Hydro,Reservoir,Store,Spain,56.0,,0.0,0.0,0.0,0.0,,,,,39.144001,-5.185,[nan],"{'JRC': ['H780'], 'CARMA': ['CARMA35973']}"
2456,Puntarikoski,Hydro,Run-Of-River,Store,Finland,7.0,,0.0,2390.0,14.0,0.0,,,,,62.825417,29.475416999999997,[nan],"{'JRC': ['H1905'], 'CARMA': ['CARMA36076']}"
2457,Pyhäkoski,Hydro,Reservoir,Store,Finland,129.0,,0.0,0.0,0.0,0.0,,,,,64.85,26.1,[nan],"{'JRC': ['H400'], 'CARMA': ['CARMA36146', 'CARMA36147']}"
2458,Quereno gr,Hydro,Reservoir,Store,Spain,34.0,,0.0,0.0,0.0,0.0,,,,,42.417,-6.832000000000001,[nan],"{'JRC': ['H1081'], 'CARMA': ['CARMA36282']}"
2459,Quoich,Hydro,Run-Of-River,Store,United Kingdom,18.0,,0.0,0.0,0.0,0.0,,,,,57.155998,-4.936,[nan],"{'JRC': ['H1456'], 'CARMA': ['CARMA36334']}"
2460,Raasakka,Hydro,Run-Of-River,Store,Finland,64.0,,0.0,0.0,0.0,0.0,,,,,65.32305600000001,25.358333,[nan],"{'JRC': ['H710'], 'CARMA': ['CARMA36346']}"
2461,Racaciuni,Hydro,Reservoir,Store,Romania,45.0,,0.0,103.7,29.0,0.0,,,,,46.337083,27.04625,[nan],"{'JRC': ['H909'], 'CARMA': ['CARMA36365']}"
