set_key,dataset,gt_set,mod_time,truth_status,names
CARMA28943 | CARMA28944,CARMA,"{'CARMA28943', 'CARMA28944'}",1/12/2021 10:46,P,
CARMA28998 | CARMA59570,CARMA,"{'CARMA28998', 'CARMA59570'}",1/12/2021 10:46,P,
CARMA29129 | CARMA29213,CARMA,"{'CARMA29129', 'CARMA29213'}",1/16/2021 13:23,X,[MONT-VAUTHIER | MONTEL]
CARMA29138 | CARMA62498,CARMA,"{'CARMA29138', 'CARMA62498'}",1/12/2021 10:46,P,
CARMA29157 | CARMA29296,CARMA,"{'CARMA29157', 'CARMA29296'}",1/12/2021 10:46,P,
CARMA29309 | CARMA29310,CARMA,"{'CARMA29309', 'CARMA29310'}",1/12/2021 10:46,P,
CARMA29365 | CARMA29366,CARMA,"{'CARMA29365', 'CARMA29366'}",1/12/2021 10:46,P,
CARMA29534 | CARMA29543,CARMA,"{'CARMA29543', 'CARMA29534'}",1/16/2021 16:22,X,[MOULIN CORCU | MOULINS]
CARMA29755 | CARMA55782,CARMA,"{'CARMA29755', 'CARMA55782'}",1/12/2021 10:46,P,
CARMA29772 | CARMA29773,CARMA,"{'CARMA29773', 'CARMA29772'}",1/12/2021 10:46,P,
CARMA29846 | CARMA30870,CARMA,"{'CARMA30870', 'CARMA29846'}",1/12/2021 10:46,P,
CARMA29940 | CARMA47948 | CARMA50529,CARMA,"{'CARMA50529', 'CARMA47948', 'CARMA29940'}",1/12/2021 10:46,P,
CARMA30073 | CARMA55806,CARMA,"{'CARMA30073', 'CARMA55806'}",1/12/2021 10:46,P,
CARMA3015 | CARMA3472,CARMA,"{'CARMA3015', 'CARMA3472'}",1/12/2021 10:46,P,
CARMA30429 | CARMA30431,CARMA,"{'CARMA30429', 'CARMA30431'}",1/12/2021 10:46,P,
CARMA30492 | CARMA57729,CARMA,"{'CARMA57729', 'CARMA30492'}",1/16/2021 13:23,X,[MARCONI DI ORTE | NARNI]
CARMA30636 | CARMA30637,CARMA,"{'CARMA30637', 'CARMA30636'}",1/12/2021 10:46,P,
CARMA30660 | CARMA30662,CARMA,"{'CARMA30662', 'CARMA30660'}",1/12/2021 10:46,P,
CARMA30706 | CARMA30744,CARMA,"{'CARMA30744', 'CARMA30706'}",1/12/2021 10:46,P,
CARMA30855 | CARMA3209,CARMA,"{'CARMA30855', 'CARMA3209'}",1/12/2021 10:46,P,
CARMA31516 | CARMA31517,CARMA,"{'CARMA31516', 'CARMA31517'}",1/12/2021 10:46,P,
CARMA31778 | CARMA31780,CARMA,"{'CARMA31780', 'CARMA31778'}",1/12/2021 10:46,P,
CARMA31847 | CARMA4141,CARMA,"{'CARMA4141', 'CARMA31847'}",1/12/2021 10:46,P,
CARMA31863 | CARMA31864,CARMA,"{'CARMA31863', 'CARMA31864'}",1/12/2021 10:46,P,
CARMA31892 | CARMA31893,CARMA,"{'CARMA31892', 'CARMA31893'}",1/12/2021 10:46,P,
CARMA31907 | CARMA4485,CARMA,"{'CARMA4485', 'CARMA31907'}",1/12/2021 10:46,P,
CARMA32103 | CARMA47999,CARMA,"{'CARMA32103', 'CARMA47999'}",1/12/2021 10:46,P,
CARMA32461 | CARMA41531,CARMA,"{'CARMA32461', 'CARMA41531'}",1/12/2021 10:46,P,
CARMA32502 | CARMA58793,CARMA,"{'CARMA32502', 'CARMA58793'}",1/16/2021 17:25,U,[OLTEDAL LYSE | OLTEDAL SVANEDAL]
CARMA32587 | CARMA32590,CARMA,"{'CARMA32590', 'CARMA32587'}",1/12/2021 10:46,P,
CARMA32668 | CARMA32670,CARMA,"{'CARMA32668', 'CARMA32670'}",1/12/2021 10:46,P,
CARMA32730 | CARMA32732,CARMA,"{'CARMA32732', 'CARMA32730'}",1/12/2021 10:46,P,
CARMA32817 | CARMA59309,CARMA,"{'CARMA32817', 'CARMA59309'}",1/12/2021 10:46,P,
CARMA33141 | CARMA7204,CARMA,"{'CARMA33141', 'CARMA7204'}",1/12/2021 10:46,P,
CARMA33170 | CARMA60857,CARMA,"{'CARMA60857', 'CARMA33170'}",1/12/2021 10:46,P,
CARMA3326 | CARMA60858,CARMA,"{'CARMA60858', 'CARMA3326'}",1/12/2021 10:46,P,
CARMA33319 | CARMA33320,CARMA,"{'CARMA33320', 'CARMA33319'}",1/12/2021 10:46,P,
CARMA33397 | CARMA65525,CARMA,"{'CARMA33397', 'CARMA65525'}",1/12/2021 10:46,P,
CARMA33400 | CARMA33401 | CARMA33402,CARMA,"{'CARMA33401', 'CARMA33402', 'CARMA33400'}",1/12/2021 10:46,P,
CARMA33770 | CARMA35205,CARMA,"{'CARMA35205', 'CARMA33770'}",1/12/2021 10:46,P,
CARMA33814 | CARMA33815,CARMA,"{'CARMA33814', 'CARMA33815'}",1/12/2021 10:46,P,
CARMA33816 | CARMA33817,CARMA,"{'CARMA33816', 'CARMA33817'}",1/12/2021 10:46,P,
CARMA33965 | CARMA48438,CARMA,"{'CARMA48438', 'CARMA33965'}",1/12/2021 10:46,P,
CARMA34025 | CARMA34028,CARMA,"{'CARMA34028', 'CARMA34025'}",1/16/2021 13:23,X,[PEDRUZO | PEDRO MARIN]
CARMA34226 | CARMA36329,CARMA,"{'CARMA36329', 'CARMA34226'}",1/12/2021 10:46,P,
CARMA3428 | CARMA3429,CARMA,"{'CARMA3429', 'CARMA3428'}",1/16/2021 13:23,X,[BARRY CENTRICA | BARRY LEISURE CENTRE]
CARMA34302 | CARMA34303 | CARMA34304,CARMA,"{'CARMA34302', 'CARMA34303', 'CARMA34304'}",1/12/2021 10:46,P,
CARMA34321 | CARMA47544 | CARMA47741,CARMA,"{'CARMA47741', 'CARMA47544', 'CARMA34321'}",1/12/2021 10:46,P,
CARMA34327 | CARMA34329 | CARMA34330 | CARMA64303,CARMA,"{'CARMA34329', 'CARMA64303', 'CARMA34327', 'CARMA34330'}",1/16/2021 17:25,C,[TESCO PETERBOROUGH RECYL | PETERBOROUGH POOL | PETERBOROUGH MOAT HOUSE | PETERBOROUGH POWER]
CARMA34575 | CARMA34576,CARMA,"{'CARMA34575', 'CARMA34576'}",1/12/2021 10:46,P,
CARMA34594 | CARMA34595,CARMA,"{'CARMA34594', 'CARMA34595'}",1/12/2021 10:46,P,
CARMA34611 | CARMA34612,CARMA,"{'CARMA34611', 'CARMA34612'}",1/12/2021 10:46,P,
CARMA34651 | CARMA34719,CARMA,"{'CARMA34651', 'CARMA34719'}",1/16/2021 13:23,X,[PINTADO | PINDO]
CARMA34696 | CARMA34697,CARMA,"{'CARMA34696', 'CARMA34697'}",1/12/2021 10:46,P,
CARMA34775 | CARMA34776,CARMA,"{'CARMA34776', 'CARMA34775'}",1/12/2021 10:46,P,
CARMA34970 | CARMA60246,CARMA,"{'CARMA34970', 'CARMA60246'}",1/12/2021 10:46,P,
CARMA35224 | CARMA6594,CARMA,"{'CARMA35224', 'CARMA6594'}",1/12/2021 10:46,P,
CARMA35232 | CARMA65838,CARMA,"{'CARMA65838', 'CARMA35232'}",1/12/2021 10:46,P,
CARMA35310 | CARMA35311,CARMA,"{'CARMA35310', 'CARMA35311'}",1/12/2021 10:46,P,
CARMA35650 | CARMA35652,CARMA,"{'CARMA35652', 'CARMA35650'}",1/16/2021 13:23,X,[PRADEL-PONT-DE-LABEAUME | PRADES]
CARMA35653 | CARMA42957,CARMA,"{'CARMA42957', 'CARMA35653'}",1/12/2021 10:46,P,
CARMA35726 | CARMA35744,CARMA,"{'CARMA35726', 'CARMA35744'}",1/16/2021 13:23,X,[PRES-DES-FOURNEAUX | PRESSY]
CARMA36146 | CARMA36147,CARMA,"{'CARMA36147', 'CARMA36146'}",1/12/2021 10:46,P,
CARMA36564 | CARMA36565,CARMA,"{'CARMA36565', 'CARMA36564'}",1/12/2021 10:46,P,
CARMA36919 | CARMA36921,CARMA,"{'CARMA36919', 'CARMA36921'}",1/12/2021 10:46,P,
CARMA36958 | CARMA36959,CARMA,"{'CARMA36959', 'CARMA36958'}",1/12/2021 10:46,P,
CARMA36968 | CARMA4434,CARMA,"{'CARMA4434', 'CARMA36968'}",1/12/2021 10:46,P,
CARMA37170 | CARMA37171,CARMA,"{'CARMA37170', 'CARMA37171'}",1/12/2021 10:46,P,
CARMA37179 | CARMA37180 | CARMA49260,CARMA,"{'CARMA37180', 'CARMA49260', 'CARMA37179'}",1/12/2021 10:46,P,
CARMA37204 | CARMA8428,CARMA,"{'CARMA37204', 'CARMA8428'}",1/12/2021 10:46,P,
CARMA37217 | CARMA37218,CARMA,"{'CARMA37217', 'CARMA37218'}",1/12/2021 10:46,P,
CARMA37304 | CARMA37564,CARMA,"{'CARMA37304', 'CARMA37564'}",1/12/2021 10:46,P,
CARMA37316 | CARMA37318 | CARMA37320 | CARMA37321,CARMA,"{'CARMA37316', 'CARMA37321', 'CARMA37318', 'CARMA37320'}",1/16/2021 17:25,U,[RIGA-1 | RIGA-2 | RIGA BREWERY | RIGA LIGIJA]
CARMA37598 | CARMA5831,CARMA,"{'CARMA37598', 'CARMA5831'}",1/12/2021 10:46,P,
CARMA37696 | CARMA37699 | CARMA65650,CARMA,"{'CARMA37699', 'CARMA65650', 'CARMA37696'}",1/12/2021 10:46,P,
CARMA37966 | CARMA42847,CARMA,"{'CARMA37966', 'CARMA42847'}",1/12/2021 10:46,P,
CARMA38057 | CARMA38058,CARMA,"{'CARMA38058', 'CARMA38057'}",1/12/2021 10:46,P,
CARMA38095 | CARMA38096,CARMA,"{'CARMA38096', 'CARMA38095'}",1/12/2021 10:46,P,
CARMA38389 | CARMA63170,CARMA,"{'CARMA63170', 'CARMA38389'}",1/12/2021 10:46,P,
CARMA38414 | CARMA65847,CARMA,"{'CARMA65847', 'CARMA38414'}",1/12/2021 10:46,P,
CARMA38420 | CARMA39755,CARMA,"{'CARMA38420', 'CARMA39755'}",1/12/2021 10:46,P,
CARMA38483 | CARMA38484,CARMA,"{'CARMA38484', 'CARMA38483'}",1/12/2021 10:46,P,
CARMA38487 | CARMA38488 | CARMA38489,CARMA,"{'CARMA38487', 'CARMA38488', 'CARMA38489'}",1/12/2021 10:46,P,
CARMA38496 | CARMA38497,CARMA,"{'CARMA38496', 'CARMA38497'}",1/12/2021 10:46,P,
CARMA38522 | CARMA38523,CARMA,"{'CARMA38522', 'CARMA38523'}",1/12/2021 10:46,P,
CARMA38544 | CARMA38622,CARMA,"{'CARMA38622', 'CARMA38544'}",1/12/2021 10:46,P,
CARMA38583 | CARMA38589,CARMA,"{'CARMA38589', 'CARMA38583'}",1/16/2021 16:22,X,[SAGFOSSEN (NS) | SAGNFOSSEN REBUILD]
CARMA38669 | CARMA42946,CARMA,"{'CARMA38669', 'CARMA42946'}",1/12/2021 10:46,P,
CARMA39355 | CARMA39357 | CARMA39359,CARMA,"{'CARMA39355', 'CARMA39357', 'CARMA39359'}",1/12/2021 10:46,P,
CARMA39927 | CARMA39928,CARMA,"{'CARMA39927', 'CARMA39928'}",1/12/2021 10:46,P,
CARMA40058 | CARMA54911,CARMA,"{'CARMA40058', 'CARMA54911'}",1/12/2021 10:46,P,
CARMA40074 | CARMA40075,CARMA,"{'CARMA40075', 'CARMA40074'}",1/12/2021 10:46,P,
CARMA40099 | CARMA57560,CARMA,"{'CARMA40099', 'CARMA57560'}",1/12/2021 10:46,P,
CARMA40121 | CARMA40124,CARMA,"{'CARMA40124', 'CARMA40121'}",1/12/2021 10:46,P,
CARMA40595 | CARMA40596,CARMA,"{'CARMA40595', 'CARMA40596'}",1/12/2021 10:46,P,
CARMA40674 | CARMA40675,CARMA,"{'CARMA40675', 'CARMA40674'}",1/12/2021 10:46,P,
CARMA41122 | CARMA41235,CARMA,"{'CARMA41122', 'CARMA41235'}",1/12/2021 10:46,P,
CARMA4133 | CARMA4135,CARMA,"{'CARMA4133', 'CARMA4135'}",1/12/2021 10:46,P,
CARMA41795 | CARMA41796,CARMA,"{'CARMA41796', 'CARMA41795'}",1/12/2021 10:46,P,
CARMA41984 | CARMA41986,CARMA,"{'CARMA41984', 'CARMA41986'}",1/12/2021 10:46,P,
CARMA42000 | CARMA42001,CARMA,"{'CARMA42000', 'CARMA42001'}",1/12/2021 10:46,P,
CARMA4240 | CARMA4241 | CARMA4242,CARMA,"{'CARMA4240', 'CARMA4242', 'CARMA4241'}",1/12/2021 10:46,P,
CARMA42664 | CARMA42665,CARMA,"{'CARMA42665', 'CARMA42664'}",1/16/2021 17:25,U,[SPERANDO-LIMA | SPERANDO-VERDIANA]
CARMA42980 | CARMA42981,CARMA,"{'CARMA42981', 'CARMA42980'}",1/12/2021 10:46,P,
CARMA43022 | CARMA60965,CARMA,"{'CARMA43022', 'CARMA60965'}",1/16/2021 13:23,X,[STALDEN | STALDEN (KLOSTER)]
CARMA43072 | CARMA43073,CARMA,"{'CARMA43073', 'CARMA43072'}",1/12/2021 10:46,P,
CARMA43074 | CARMA43075,CARMA,"{'CARMA43074', 'CARMA43075'}",1/12/2021 10:46,P,
CARMA43087 | CARMA43090,CARMA,"{'CARMA43090', 'CARMA43087'}",1/12/2021 10:46,P,
CARMA4312 | CARMA4313,CARMA,"{'CARMA4312', 'CARMA4313'}",1/12/2021 10:46,P,
CARMA43167 | CARMA43169,CARMA,"{'CARMA43169', 'CARMA43167'}",1/12/2021 10:46,P,
CARMA43529 | CARMA61012,CARMA,"{'CARMA43529', 'CARMA61012'}",1/12/2021 10:46,P,
CARMA43871 | CARMA65739 | CARMA8418,CARMA,"{'CARMA8418', 'CARMA65739', 'CARMA43871'}",1/12/2021 10:46,P,
CARMA43968 | CARMA48553,CARMA,"{'CARMA43968', 'CARMA48553'}",1/16/2021 13:23,X,[VORMA | SVORKMO]
CARMA44006 | CARMA44007,CARMA,"{'CARMA44007', 'CARMA44006'}",1/12/2021 10:46,P,
CARMA44066 | CARMA44068 | CARMA44069,CARMA,"{'CARMA44066', 'CARMA44068', 'CARMA44069'}",1/12/2021 10:46,P,
CARMA44098 | CARMA44099,CARMA,"{'CARMA44099', 'CARMA44098'}",1/12/2021 10:46,P,
CARMA44160 | CARMA44161,CARMA,"{'CARMA44160', 'CARMA44161'}",1/12/2021 10:46,P,
CARMA44641 | CARMA64195,CARMA,"{'CARMA64195', 'CARMA44641'}",1/12/2021 10:46,P,
CARMA448 | CARMA51542,CARMA,"{'CARMA448', 'CARMA51542'}",1/12/2021 10:46,P,
CARMA45138 | CARMA45139,CARMA,"{'CARMA45138', 'CARMA45139'}",1/12/2021 10:46,P,
CARMA45240 | CARMA45241 | CARMA56824,CARMA,"{'CARMA45241', 'CARMA56824', 'CARMA45240'}",1/12/2021 10:46,P,
CARMA45334 | CARMA60798,CARMA,"{'CARMA60798', 'CARMA45334'}",1/12/2021 10:46,P,
CARMA45407 | CARMA45408,CARMA,"{'CARMA45408', 'CARMA45407'}",1/12/2021 10:46,P,
CARMA45532 | CARMA45533,CARMA,"{'CARMA45533', 'CARMA45532'}",1/12/2021 10:46,P,
CARMA45545 | CARMA45546,CARMA,"{'CARMA45545', 'CARMA45546'}",1/12/2021 10:46,P,
CARMA45655 | CARMA50864,CARMA,"{'CARMA50864', 'CARMA45655'}",1/12/2021 10:46,P,
CARMA45679 | CARMA45680,CARMA,"{'CARMA45679', 'CARMA45680'}",1/12/2021 10:46,P,
CARMA4600 | CARMA4601,CARMA,"{'CARMA4600', 'CARMA4601'}",1/12/2021 10:46,P,
CARMA46286 | CARMA46287,CARMA,"{'CARMA46287', 'CARMA46286'}",1/12/2021 10:46,P,
CARMA46327 | CARMA46403,CARMA,"{'CARMA46403', 'CARMA46327'}",1/12/2021 10:46,P,
CARMA46360 | CARMA63246,CARMA,"{'CARMA63246', 'CARMA46360'}",1/12/2021 10:46,P,
CARMA46613 | CARMA46614,CARMA,"{'CARMA46613', 'CARMA46614'}",1/12/2021 10:46,P,
CARMA46759 | CARMA46760,CARMA,"{'CARMA46760', 'CARMA46759'}",1/12/2021 10:46,P,
CARMA46770 | CARMA46771,CARMA,"{'CARMA46771', 'CARMA46770'}",1/12/2021 10:46,P,
CARMA46985 | CARMA46986,CARMA,"{'CARMA46985', 'CARMA46986'}",1/12/2021 10:46,P,
CARMA47250 | CARMA47251,CARMA,"{'CARMA47250', 'CARMA47251'}",1/12/2021 10:46,P,
CARMA47498 | CARMA47499,CARMA,"{'CARMA47498', 'CARMA47499'}",1/16/2021 13:23,X,[VADURI | VADU FRUMOS]
CARMA47603 | CARMA47604 | CARMA64246,CARMA,"{'CARMA47603', 'CARMA47604', 'CARMA64246'}",1/12/2021 10:46,P,
CARMA47794 | CARMA48008,CARMA,"{'CARMA48008', 'CARMA47794'}",1/12/2021 10:46,P,
CARMA47800 | CARMA58768,CARMA,"{'CARMA47800', 'CARMA58768'}",1/12/2021 10:46,P,
CARMA47809 | CARMA65741 | CARMA65742,CARMA,"{'CARMA65742', 'CARMA47809', 'CARMA65741'}",1/12/2021 10:46,P,
CARMA47915 | CARMA47916,CARMA,"{'CARMA47915', 'CARMA47916'}",1/12/2021 10:46,P,
CARMA47969 | CARMA47970,CARMA,"{'CARMA47970', 'CARMA47969'}",1/12/2021 10:46,P,
CARMA47993 | CARMA47994,CARMA,"{'CARMA47993', 'CARMA47994'}",1/12/2021 10:46,P,
CARMA4803 | CARMA4804,CARMA,"{'CARMA4804', 'CARMA4803'}",1/12/2021 10:46,P,
CARMA48069 | CARMA48070,CARMA,"{'CARMA48069', 'CARMA48070'}",1/12/2021 10:46,P,
CARMA48207 | CARMA48208,CARMA,"{'CARMA48208', 'CARMA48207'}",1/16/2021 17:25,U,[VILCHES HOG FARM | VILCHES FACTORY]
CARMA48282 | CARMA64998,CARMA,"{'CARMA64998', 'CARMA48282'}",1/12/2021 10:46,P,
CARMA48360 | CARMA48361,CARMA,"{'CARMA48361', 'CARMA48360'}",1/12/2021 10:46,P,
CARMA48372 | CARMA62166 | CARMA62637,CARMA,"{'CARMA62166', 'CARMA48372', 'CARMA62637'}",1/12/2021 10:46,P,
CARMA48450 | CARMA48451,CARMA,"{'CARMA48450', 'CARMA48451'}",1/12/2021 10:46,P,
CARMA48464 | CARMA49302,CARMA,"{'CARMA48464', 'CARMA49302'}",1/12/2021 10:46,P,
CARMA48514 | CARMA48515,CARMA,"{'CARMA48514', 'CARMA48515'}",1/12/2021 10:46,P,
CARMA48814 | CARMA48815,CARMA,"{'CARMA48815', 'CARMA48814'}",1/12/2021 10:46,P,
CARMA4895 | CARMA60952,CARMA,"{'CARMA4895', 'CARMA60952'}",1/12/2021 10:46,P,
CARMA48996 | CARMA63844,CARMA,"{'CARMA63844', 'CARMA48996'}",1/12/2021 10:46,P,
CARMA49175 | CARMA49177,CARMA,"{'CARMA49175', 'CARMA49177'}",1/12/2021 10:46,P,
CARMA49214 | CARMA49215,CARMA,"{'CARMA49214', 'CARMA49215'}",1/12/2021 10:46,P,
CARMA49855 | CARMA49856,CARMA,"{'CARMA49855', 'CARMA49856'}",1/12/2021 10:46,P,
CARMA50029 | CARMA58995,CARMA,"{'CARMA58995', 'CARMA50029'}",1/12/2021 10:46,P,
CARMA50031 | CARMA60956,CARMA,"{'CARMA50031', 'CARMA60956'}",1/12/2021 10:46,P,
CARMA50159 | CARMA50162,CARMA,"{'CARMA50159', 'CARMA50162'}",1/12/2021 10:46,P,
CARMA5050 | CARMA5052,CARMA,"{'CARMA5052', 'CARMA5050'}",1/12/2021 10:46,P,
CARMA5059 | CARMA61005,CARMA,"{'CARMA5059', 'CARMA61005'}",1/12/2021 10:46,P,
CARMA50833 | CARMA50834,CARMA,"{'CARMA50833', 'CARMA50834'}",1/12/2021 10:46,P,
CARMA50840 | CARMA50841,CARMA,"{'CARMA50841', 'CARMA50840'}",1/12/2021 10:46,P,
CARMA5130 | CARMA60003,CARMA,"{'CARMA60003', 'CARMA5130'}",1/12/2021 10:46,P,
CARMA51881 | CARMA52868,CARMA,"{'CARMA52868', 'CARMA51881'}",1/12/2021 10:46,P,
CARMA52443 | CARMA52575,CARMA,"{'CARMA52575', 'CARMA52443'}",1/12/2021 10:46,P,
CARMA52744 | CARMA62856,CARMA,"{'CARMA52744', 'CARMA62856'}",1/12/2021 10:46,P,
CARMA5332 | CARMA64644,CARMA,"{'CARMA5332', 'CARMA64644'}",1/12/2021 10:46,P,
CARMA53780 | CARMA55101,CARMA,"{'CARMA55101', 'CARMA53780'}",1/12/2021 10:46,P,
CARMA54156 | CARMA55096,CARMA,"{'CARMA54156', 'CARMA55096'}",1/12/2021 10:46,P,
CARMA54168 | CARMA55066,CARMA,"{'CARMA55066', 'CARMA54168'}",1/12/2021 10:46,P,
CARMA5418 | CARMA58204,CARMA,"{'CARMA5418', 'CARMA58204'}",1/12/2021 10:46,P,
CARMA54463 | CARMA60985,CARMA,"{'CARMA60985', 'CARMA54463'}",1/12/2021 10:46,P,
CARMA55341 | CARMA60977,CARMA,"{'CARMA55341', 'CARMA60977'}",1/12/2021 10:46,P,
CARMA5649 | CARMA5651,CARMA,"{'CARMA5651', 'CARMA5649'}",1/12/2021 10:46,P,
CARMA5696 | CARMA57604,CARMA,"{'CARMA5696', 'CARMA57604'}",1/12/2021 10:46,P,
CARMA57556 | CARMA60805,CARMA,"{'CARMA60805', 'CARMA57556'}",1/12/2021 10:46,P,
CARMA58432 | CARMA58433,CARMA,"{'CARMA58433', 'CARMA58432'}",1/12/2021 10:46,P,
CARMA58771 | CARMA58802,CARMA,"{'CARMA58802', 'CARMA58771'}",1/12/2021 10:46,P,
CARMA59151 | CARMA59152,CARMA,"{'CARMA59151', 'CARMA59152'}",1/12/2021 10:46,P,
CARMA59154 | CARMA6292,CARMA,"{'CARMA6292', 'CARMA59154'}",1/16/2021 13:23,X,[BURGLEN | BURGLEN AESCHLIMANN]
CARMA59744 | CARMA60448,CARMA,"{'CARMA60448', 'CARMA59744'}",1/12/2021 10:46,P,
CARMA60310 | CARMA64640,CARMA,"{'CARMA64640', 'CARMA60310'}",1/12/2021 10:46,P,
CARMA60385 | CARMA60386,CARMA,"{'CARMA60385', 'CARMA60386'}",1/12/2021 10:46,P,
CARMA6044 | CARMA6045,CARMA,"{'CARMA6044', 'CARMA6045'}",1/12/2021 10:46,P,
CARMA60447 | CARMA9236,CARMA,"{'CARMA60447', 'CARMA9236'}",1/12/2021 10:46,P,
CARMA60911 | CARMA60912 | CARMA60913,CARMA,"{'CARMA60913', 'CARMA60911', 'CARMA60912'}",1/12/2021 10:46,P,
CARMA60968 | CARMA65394,CARMA,"{'CARMA65394', 'CARMA60968'}",1/12/2021 10:46,P,
CARMA62519 | CARMA65784,CARMA,"{'CARMA65784', 'CARMA62519'}",1/16/2021 13:23,X,[NUOVA SAN MARTIN | NUOVA MONTEROTONDO]
CARMA6278 | CARMA6279,CARMA,"{'CARMA6278', 'CARMA6279'}",1/12/2021 10:46,P,
CARMA6297 | CARMA6298,CARMA,"{'CARMA6298', 'CARMA6297'}",1/16/2021 13:23,X,[BURGOS FABRICA NACIONAL | BURGOS CAMPOFRIO]
CARMA63084 | CARMA63085,CARMA,"{'CARMA63085', 'CARMA63084'}",1/12/2021 10:46,P,
CARMA63168 | CARMA63169 | CARMA63171,CARMA,"{'CARMA63168', 'CARMA63169', 'CARMA63171'}",1/12/2021 10:46,P,
CARMA63955 | CARMA64605,CARMA,"{'CARMA63955', 'CARMA64605'}",1/12/2021 10:46,P,
CARMA6466 | CARMA6468,CARMA,"{'CARMA6468', 'CARMA6466'}",1/12/2021 10:46,P,
CARMA64880 | CARMA65607,CARMA,"{'CARMA64880', 'CARMA65607'}",1/12/2021 10:46,P,
CARMA64993 | CARMA6610,CARMA,"{'CARMA6610', 'CARMA64993'}",1/16/2021 17:25,U,[CONSTANCIA CAIMA | CAIMA MILL]
CARMA64996 | CARMA6627,CARMA,"{'CARMA64996', 'CARMA6627'}",1/12/2021 10:46,P,
CARMA65521 | CARMA65522,CARMA,"{'CARMA65522', 'CARMA65521'}",1/12/2021 10:46,P,
CARMA65581 | CARMA7192,CARMA,"{'CARMA65581', 'CARMA7192'}",1/12/2021 10:46,P,
CARMA65613 | CARMA65614,CARMA,"{'CARMA65614', 'CARMA65613'}",1/12/2021 10:46,P,
CARMA65625 | CARMA65626,CARMA,"{'CARMA65626', 'CARMA65625'}",1/12/2021 10:46,P,
CARMA65658 | CARMA7052,CARMA,"{'CARMA65658', 'CARMA7052'}",1/12/2021 10:46,P,
CARMA65711 | CARMA65719,CARMA,"{'CARMA65719', 'CARMA65711'}",1/12/2021 10:46,P,
CARMA65822 | CARMA8707,CARMA,"{'CARMA8707', 'CARMA65822'}",1/12/2021 10:46,P,
CARMA66223 | CARMA66228,CARMA,"{'CARMA66228', 'CARMA66223'}",1/12/2021 10:46,P,
CARMA6674 | CARMA6675,CARMA,"{'CARMA6675', 'CARMA6674'}",1/12/2021 10:46,P,
CARMA6683 | CARMA6684,CARMA,"{'CARMA6683', 'CARMA6684'}",1/16/2021 17:25,U,[CALDAS PRESA | CALDAS SEGADE]
CARMA6715 | CARMA6716,CARMA,"{'CARMA6716', 'CARMA6715'}",1/12/2021 10:46,P,
CARMA6922 | CARMA6923,CARMA,"{'CARMA6923', 'CARMA6922'}",1/12/2021 10:46,P,
CARMA7298 | CARMA7302,CARMA,"{'CARMA7298', 'CARMA7302'}",1/12/2021 10:46,P,
CARMA7330 | CARMA7332,CARMA,"{'CARMA7332', 'CARMA7330'}",1/12/2021 10:46,P,
CARMA7363 | CARMA7367 | CARMA7374,CARMA,"{'CARMA7367', 'CARMA7374', 'CARMA7363'}",1/12/2021 10:46,P,
CARMA7366 | CARMA7384,CARMA,"{'CARMA7384', 'CARMA7366'}",1/12/2021 10:46,P,
CARMA7545 | CARMA7546,CARMA,"{'CARMA7546', 'CARMA7545'}",1/12/2021 10:46,P,
CARMA7699 | CARMA7700,CARMA,"{'CARMA7699', 'CARMA7700'}",1/12/2021 10:46,P,
CARMA777 | CARMA778,CARMA,"{'CARMA777', 'CARMA778'}",1/12/2021 10:46,P,
CARMA7809 | CARMA8032,CARMA,"{'CARMA8032', 'CARMA7809'}",1/16/2021 13:23,X,[CHATELARD (EDT) | CHALARD]
CARMA7850 | CARMA7857,CARMA,"{'CARMA7850', 'CARMA7857'}",1/12/2021 10:46,P,
CARMA8033 | CARMA8034,CARMA,"{'CARMA8034', 'CARMA8033'}",1/16/2021 13:23,X,[CHATELARD-ST-MARTIN | CHATELARD-VALLORCINE]
CARMA8091 | CARMA8227,CARMA,"{'CARMA8091', 'CARMA8227'}",1/12/2021 10:46,P,
CARMA8711 | CARMA8729,CARMA,"{'CARMA8711', 'CARMA8729'}",1/16/2021 13:23,X,[CINDESTI | CIRNESTI]
CARMA874 | CARMA875,CARMA,"{'CARMA875', 'CARMA874'}",1/12/2021 10:46,P,
CARMA8990 | CARMA8991,CARMA,"{'CARMA8991', 'CARMA8990'}",1/12/2021 10:46,P,
CARMA9276 | CARMA9277,CARMA,"{'CARMA9277', 'CARMA9276'}",1/12/2021 10:46,P,
CARMA9335 | CARMA9336,CARMA,"{'CARMA9336', 'CARMA9335'}",1/12/2021 10:46,P,
GBR0000130 | GBR0004970 | GBR0005755,GPD,"{'GBR0005755', 'GBR0004970', 'GBR0000130'}",1/12/2021 10:46,P,
GBR0000391 | GBR0000410,GPD,"{'GBR0000410', 'GBR0000391'}",1/12/2021 10:46,P,
GBR0000403 | GBR2000657,GPD,"{'GBR2000657', 'GBR0000403'}",1/12/2021 10:46,P,
GBR0000510 | GBR0000514,GPD,"{'GBR0000514', 'GBR0000510'}",1/12/2021 10:46,P,
GBR0000512 | GBR0000669,GPD,"{'GBR0000669', 'GBR0000512'}",1/12/2021 10:46,P,
GBR0000547 | GBR0000549,GPD,"{'GBR0000547', 'GBR0000549'}",1/12/2021 10:46,P,
